Topic,Count,Name,Representation,Representative_Docs
64,36,64_pembenci_mohon_maaf_bagi,"['pembenci', 'mohon', 'maaf', 'bagi', 'para', 'presiden', '', '', '', '']","['mohon maaf bagi para pembenci presiden', 'mohon maaf bagi para pembenci presiden', 'mohon maaf bagi para pembenci presiden']"
65,35,65_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
66,35,66_tau_kalo_diculik_info,"['tau', 'kalo', 'diculik', 'info', 'cari', 'menculik', 'mana', 'sih', 'soal', 'aku']","['kalo mau tau soal presiden diculik cari info di mana ya kalo presiden menculik sih aku udah tau', 'kalo mau tau soal presiden diculik cari info di mana ya kalo presiden menculik sih aku udah tau', 'kalo mau tau soal presiden diculik cari info di mana ya kalo presiden menculik sih aku udah tau']"
67,35,67_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'sama', 'bermitra', 'penurut', 'sungkantakut', 'berpendirian', 'iraq']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
68,34,68_dino_inkompetensi_layaknya_betapa,"['dino', 'inkompetensi', 'layaknya', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
69,34,69_tugas_tugasnya_emang_lah,"['tugas', 'tugasnya', 'emang', 'lah', 'ya', 'dia', 'harusnya', 'tua', 'emg', 'udh']","['lah kan emg tugasnya tolol ga mau cape mah ngapain jd presiden', 'tugas presiden tu emang apa ya', 'kan emg tugasnya kalo ga sanggup dan udah tua ngapain jadi presiden']"
70,34,70_pemerintah_pulihkan_pasca_bangkit,"['pemerintah', 'pulihkan', 'pasca', 'bangkit', 'jajaran', 'berdiskusi', 'infrastruktur', 'darurat', 'peraturan', 'akses']","['presiden prabowo berdiskusi langsung dengan jajaran pemerintah mempercepat pembangunan akses darurat prabowo pulihkan infrastruktur demi masyarakat yang siap bangkit pasca bencana', 'presiden prabowo berdiskusi bersama jajaran pemerintah membahas percepatan akses darurat agar aktivitas warga kembali normal prabowo pulihkan infrastruktur demi masyarakat bangkit pasca bencana', 'presiden prabowo berdiskusi dengan jajaran pemerintah untuk percepatan akses darurat demi rakyat prabowo pulihkan infrastruktur agar wilayah terdampak bisa bangkit pasca bencana']"
71,34,71_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'sama', 'bermitra', 'penurut', 'sungkantakut', 'berpendirian', 'iraq']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
72,34,72_pembalakan_liar_pengawasan_ketat,"['pembalakan', 'liar', 'pengawasan', 'ketat', 'semuatanganibencana', 'logging', 'tamiang', 'illegal', 'tertibkan', 'ditertibkan']","['presiden prabowo mendesak pengawasan ketat atas pembalakan liar saat meninjau banjir di aceh tamiang semuatanganibencana', 'tinjau banjir aceh tamiang presiden prabowo desak pengawasan ketat pembalakan liar semuatanganibencana', 'tegas presiden prabowo tinjau banjir aceh tamiang desak pengawasan ketat pembalakan liar semuatanganibencana']"
73,34,73_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
74,33,74_aceh_ketiganya_menunda_keselamatan,"['aceh', 'ketiganya', 'menunda', 'keselamatan', 'pakistan', 'agenda', 'rusia', 'meninjau', 'prioritas', 'tetap']","['dari aceh pakistan rusia presiden prabowo langsung kembali ke aceh meninjau bencana di tengah agenda global keselamatan rakyat tetap prioritas ini kunjungan ketiganya ke aceh tanpa menunda negara hadir', 'dari aceh pakistan rusia presiden prabowo langsung kembali ke aceh meninjau bencana di tengah agenda global keselamatan rakyat tetap prioritas ini kunjungan ketiganya ke aceh tanpa menunda negara hadir', 'dari aceh pakistan rusia presiden prabowo langsung kembali ke aceh meninjau bencana di tengah agenda global keselamatan rakyat tetap prioritas ini kunjungan ketiganya ke aceh tanpa menunda negara hadir']"
75,33,75_ilegalmelihat_flora_relevan_masifnya,"['ilegalmelihat', 'flora', 'relevan', 'masifnya', 'memilah', 'kehancuran', 'kematian', 'gelondongan', 'legal', 'kerusakan']","['pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora', 'pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora', 'pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora']"
76,33,76_reformasi_polri_tim_kapolri,"['reformasi', 'polri', 'tim', 'kapolri', 'kepolisian', 'dicopot', 'pak', 'komisi', 'reforma', 'berjudul']","['banyak pertanyaan tentang kinerja reformasi kepolisian adakah kemajuan yang sudah dicapai dan apakah tim reformasi kepolisian itu diperlukan sesuai perintah presidensaya sudah mengingatkan tim reformasi kepolisian harus merevisi terlebih dahulu uu tentang kepolisan ri hening', 'trus apa langkah yg d lakukan oleh tim reformasi ini udh terangan sekali polri melawan aturan negara ini bubarkan aj tim reformasi klo kalian g bisa kasih masukan k presiden gimana pak', 'presiden aja takut sama kapolri buat tim reformasi polri kapolri nya masuk jd anggota reformasi polri aja udah aneh gimana kalau yg jd masalah kapolri nya']"
77,32,77_program_gratis_lewat_rumah,"['program', 'gratis', 'lewat', 'rumah', 'prabowo', 'makin', 'masa', 'cek', 'inovasi', 'depan']","['presiden prabowo kunjungi korban bencana tiga kali ini bukti kepedulian negara untuk prabowo bangun kembali semua rumah rusak lewat program rekonstruksi pascabencana yang sulit ini semangat gotong royong kita', 'program juta rumah dari presiden prabowo bikin semua orang punya harapan baru', 'semua rumah warga yang rusak akan diganti negara janji beliau ini adalah tekad pemerintah untuk prabowo bangun kembali masa depan lebih baik lewat program rekonstruksi pascabencana yang menyeluruh']"
78,32,78_polri_politik_berkolaborasi_sipil,"['polri', 'politik', 'berkolaborasi', 'sipil', 'instruksi', 'terisolir', 'tni', 'biang', 'pln', 'berjasa']","['melaksanakan instruksi presiden tni polri dan pln berkolaborasi pulihkan listrik pasca bencana saatnya bahu membahu ber', 'melaksanakan instruksi presiden tni polri dan pln berkolaborasi pulihkan listrik pasca bencana saatnya bahu membahu ber', 'melaksanakan instruksi presiden tni polri dan pln berkolaborasi pulihkan listrik pasca bencana saatnya bahu membahu ber']"
79,32,79_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
80,32,80_iran_araghchi_lebanon_kami,"['iran', 'araghchi', 'lebanon', 'kami', 'abbas', 'perundingan', 'nuklir', 'isr', 'menlu', 'seyed']","['menlu iran lontarkan tuduhan keras sebut as tidak jujur dalam isu global terutama soal sanksi dan perjanjian nuklir baca detail kecaman diplomatik iran narayapost iran as diplomasi geopolitik timurtengah', 'menlu iran araghchi tetanggatetangga kami adalah prioritas kami ini adalah prinsip terpenting dalam kebijakan luar negeri republik islam iran hubungan republik islam iran dengan federasi rusia adalah sebuah kemitraan strategis', 'pejabat saudi kunjungi iran untuk bahas gaza amp suriah wakil menlu saudi saud bin mohammed alsati akan melakukan perjalanan ke iran untuk membahas hubungan bilateral dan isu regional menurut kemenlu iran via wana ia juga dijadwalkan bertemu menlu iran abbas araghchi']"
81,31,81_anggapan_bersumber_waspada_terlebih,"['anggapan', 'bersumber', 'waspada', 'terlebih', 'menilai', 'mengingatkan', 'narasi', 'suka', 'pihak', 'kekuatan']","['presiden prabowo mengingatkan kepada semua pihak untuk waspada terhadap kekuatan luar yang tidak suka indonesia kuat terlebih kata prabowo ada narasi yang sudah menyebut kalau pemerintah tidak hadir dalam bencana sumatra presiden prabowo menilai anggapan tersebut bersumber', 'presiden prabowo mengingatkan kepada semua pihak untuk waspada terhadap kekuatan luar yang tidak suka indonesia kuat terlebih kata prabowo ada narasi yang sudah menyebut kalau pemerintah tidak hadir dalam bencana sumatra presiden prabowo menilai anggapan tersebut bersumber', 'presiden prabowo mengingatkan kepada semua pihak untuk waspada terhadap kekuatan luar yang tidak suka indonesia kuat terlebih kata prabowo ada narasi yang sudah menyebut kalau pemerintah tidak hadir dalam bencana sumatra presiden prabowo menilai anggapan tersebut bersumber']"
82,30,82_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
83,29,83_musa_tongkat_nabi_punya,"['musa', 'tongkat', 'nabi', 'punya', 'sbgai', 'ndak', 'berbuat', 'apa', 'tidak', 'ada']","['presiden janji bangun rumah korban banjir longsor aceh sebut tak punya tongkat nabi musa', 'apa mau dikata pak presiden tidak punya tongkat nabi musa', 'presiden tidak punya tongkat nabi musa']"
84,29,84_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
85,28,85_anggapan_bersumber_waspada_terlebih,"['anggapan', 'bersumber', 'waspada', 'terlebih', 'menilai', 'mengingatkan', 'narasi', 'suka', 'pihak', 'kekuatan']","['presiden prabowo mengingatkan kepada semua pihak untuk waspada terhadap kekuatan luar yang tidak suka indonesia kuat terlebih kata prabowo ada narasi yang sudah menyebut kalau pemerintah tidak hadir dalam bencana sumatra presiden prabowo menilai anggapan tersebut bersumber', 'presiden prabowo mengingatkan kepada semua pihak untuk waspada terhadap kekuatan luar yang tidak suka indonesia kuat terlebih kata prabowo ada narasi yang sudah menyebut kalau pemerintah tidak hadir dalam bencana sumatra presiden prabowo menilai anggapan tersebut bersumber', 'presiden prabowo mengingatkan kepada semua pihak untuk waspada terhadap kekuatan luar yang tidak suka indonesia kuat terlebih kata prabowo ada narasi yang sudah menyebut kalau pemerintah tidak hadir dalam bencana sumatra presiden prabowo menilai anggapan tersebut bersumber']"
86,28,86_dijawab_harus_oleh_ini,"['dijawab', 'harus', 'oleh', 'ini', 'bangkai', 'aroma', 'bau', 'penuhi', 'warganya', 'loh']","['harus dijawab ini oleh', 'harus dijawab ini oleh', 'harus dijawab ini oleh']"
87,28,87_wn_brutal_terancam_area,"['wn', 'brutal', 'terancam', 'area', 'bersenjata', 'tambang', 'aksi', 'emas', 'serang', 'kedaulatan']","['kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas', 'kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas', 'kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas']"
88,27,88_kemenkum_kanwil_diy_kementerianhukum,"['kemenkum', 'kanwil', 'diy', 'kementerianhukum', 'setahunberdampak', 'layananhukummakinmudah', 'kanwilkemenkumdiy', 'diplomasi', 'kemenlu', 'amp']","['kemenkum amp kemenlu tunjukkan sinergi kuat demi kepentingan nasional di kancah global kementerianhukum kanwilkemenkumdiy layananhukummakinmudah setahunberdampak kanwil kemenkum diy', 'kemenkum amp kemenlu sinergi terbaik untuk ki global kementerianhukum kanwilkemenkumdiy layananhukummakinmudah setahunberdampak kanwil kemenkum diy', 'setahunberdampak kanwil kemenkum diy kemenkum amp kemenlu bersatu kawal royalti global yang berkeadilan kementerianhukum kanwilkemenkumdiy layananhukummakinmudah setahunberdampak kanwil kemenkum diy']"
89,27,89_pangan_harga_pokok_dijaga,"['pangan', 'harga', 'pokok', 'dijaga', 'stabil', 'ketahanan', 'meminta', 'stabilitas', 'sembari', 'kebutuhan']","['presiden prabowo meminta agar ketahanan pangan dan harga kebutuhan pokok dijaga stabil sembari memantau perkembangan perekonomian nasional huniankorbanbencana memulihkan warga terdampak', 'presiden prabowo meminta agar ketahanan pangan dan harga kebutuhan pokok dijaga stabil sembari memantau perkembangan perekonomian nasional huniankorbanbencana memulihkan warga terdampak', 'presiden prabowo meminta agar ketahanan pangan dan harga kebutuhan pokok dijaga stabil sembari memantau perkembangan perekonomian nasional huniankorbanbencana memulihkan warga terdampak']"
90,27,90_telah_air_dilaporkan_dihadapi,"['telah', 'air', 'dilaporkan', 'dihadapi', 'keterangannya', 'ketersediaan', 'menyoroti', 'kekurangan', 'ditangani', 'telco']","['presiden menyampaikan bahwa sejumlah kekurangan yang masih dihadapi warga telah dilaporkan dan akan segera ditangani dalam keterangannya presiden juga menyoroti kebutuhan mendesak terkait ketersediaan air bersih dan air minum bagi masyarakat terdampak', 'presiden menyampaikan bahwa sejumlah kekurangan yang masih dihadapi warga telah dilaporkan dan akan segera ditangani dalam keterangannya presiden juga menyoroti kebutuhan mendesak terkait ketersediaan air bersih dan air minum bagi masyarakat terdampak', 'presiden menyampaikan bahwa sejumlah kekurangan yang masih dihadapi warga telah dilaporkan dan akan segera ditangani dalam keterangannya presiden juga menyoroti kebutuhan mendesak terkait ketersediaan air bersih dan air minum bagi masyarakat terdampak']"
91,27,91_juli_raja_buntut_antoni,"['juli', 'raja', 'buntut', 'antoni', 'pemanfaatan', 'mengambil', 'kehutanan', 'paripurna', 'sidang', 'usaha']","['pernyataan tersebut disampaikan menteri kehutanan raja juli antoni di depan presiden prabowo subianto dalam sidang kabinet paripurna di istana negara jakarta senin raja juli mengambil langkah tegas atas kegiatan usaha sejumlah perusahaan pemanfaatan hutan buntut', 'pernyataan tersebut disampaikan menteri kehutanan raja juli antoni di depan presiden prabowo subianto dalam sidang kabinet paripurna di istana negara jakarta senin raja juli mengambil langkah tegas atas kegiatan usaha sejumlah perusahaan pemanfaatan hutan buntut', 'pernyataan tersebut disampaikan menteri kehutanan raja juli antoni di depan presiden prabowo subianto dalam sidang kabinet paripurna di istana negara jakarta senin raja juli mengambil langkah tegas atas kegiatan usaha sejumlah perusahaan pemanfaatan hutan buntut']"
92,26,92_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'sama', 'bermitra', 'penurut', 'sungkantakut', 'berpendirian', 'iraq']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
93,25,93_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
94,24,94_diplomat_passport_kemenlu_diplomatik,"['diplomat', 'passport', 'kemenlu', 'diplomatik', 'seorg', 'peringkat', 'visa', 'paspor', 'gender', 'hubungan']","['jokowi yg ktnya gk pinter aja ttp menempatkan seorg diplomat sbg menlu krn dia tau pentingnya pengetahuan diplomatik seorg menlu prabowo malah nunjuk seorg disertir tentara yg tahunan wara wiri jd pengawal dia bawain handuk kecil basah utk menyeka mukanya utk jd menlu', 'diplomat tuh corong pemrenta kak apalagi kan menlu nya bkn diplomat karir tp org kepercayaan onoh jadiya ga bisa diarepin pun', 'diplomat kosaku kuroda ini influence terbesar memutuskan untuk mau menjadi diplomat ambil s ilmu politik belajar dan cari cara buat bisa lolos cpns kemenlu tapi gagal biasalah karena brokenheart dan losing muse and motivation to reach that dream again']"
95,24,95_wn_brutal_terancam_area,"['wn', 'brutal', 'terancam', 'area', 'bersenjata', 'tambang', 'aksi', 'emas', 'serang', 'kedaulatan']","['kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas', 'kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas', 'kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas']"
96,24,96_sumatera_sugiono_belum_bantuan,"['sumatera', 'sugiono', 'belum', 'bantuan', 'negeri', 'luar', 'takaichi', 'sumber', 'asing', 'hubungan']","['menteri luar negeri sugiono memimpin pengiriman bantuan kemanusiaan diplomat peduli untuk masyarakat terdampak bencana di aceh sumatera utara dan sumatera barat di halaman kantor kementerian luar negeri menlu sugiono menyebut pengiriman bantuan ini merupakan tindak lanjut', 'ya benar menlu sugiono menyatakan pada desember bahwa indonesia belum membuka pintu bantuan luar negeri untuk bencana di sumatera karena masih mampu ditangani secara nasional ia menambahkan bantuan bisa dibuka jika diperlukan sumber metro tv', 'ri belum terima bantuan luar negeri untuk bencana sumatra ini kata menlu sugiono']"
97,24,97_data_terima_bapak_kesalahan,"['data', 'terima', 'bapak', 'kesalahan', 'baikbaik', 'terdapat', 'pembantu', 'tag', 'informasi', 'syariah']","['pak presiden mohon maaf saya tag bapak informasi atau data yang bapak terima dari pembantu bapak terdapat kesalahan kondisi aceh saat ini tidak baikbaik saja terima kasih', 'pak presiden mohon maaf saya tag bapak informasi atau data yang bapak terima dari pembantu bapak terdapat kesalahan kondisi aceh saat ini tidak baikbaik saja terima kasih', 'pak presiden mohon maaf saya tag bapak informasi atau data yang bapak terima dari pembantu bapak terdapat kesalahan kondisi aceh saat ini tidak baikbaik saja terima kasih']"
98,23,98_rebut_ayo_bersatu_kedaulatan,"['rebut', 'ayo', 'bersatu', 'kedaulatan', 'rakyat', 'kembali', '', '', '', '']","['ayo bersatu rebut kembali kedaulatan rakyat', 'ayo bersatu rebut kembali kedaulatan rakyat', 'ayo bersatu rebut kembali kedaulatan rakyat']"
99,22,99_rusia_putin_vladimir_ukraina,"['rusia', 'putin', 'vladimir', 'ukraina', 'bertemu', 'moskow', 'seskab', 'sisi', 'btw', 'mendampingi']","['presiden prabowo hari ini bertemu dengan presiden putin di rusia btw kok hanya menlu dan seskab aja ya yang mendampingi dari sisi rusia rame banget padahal', 'presiden prabowo hari ini bertemu dengan presiden putin di rusia btw kok hanya menlu dan seskab aja ya yang mendampingi dari sisi rusia rame banget padahal', 'presiden prabowo hari ini bertemu dengan presiden putin di rusia btw kok hanya menlu dan seskab aja ya yang mendampingi dari sisi rusia rame banget padahal']"
100,21,100_lu_dikritik_bayangin_seperti,"['lu', 'dikritik', 'bayangin', 'seperti', 'akan', 'apa', 'seorang', 'lakukan', 'terus', 'menlu']","['bayangin lu seorang menlu terus dikritik seperti ini apa yang akan lu lakukan', 'bayangin lu seorang menlu terus dikritik seperti ini apa yang akan lu lakukan', 'bayangin lu seorang menlu terus dikritik seperti ini apa yang akan lu lakukan']"
101,21,101_paket_penyiapan_huniankorbanbencana_signifikan,"['paket', 'penyiapan', 'huniankorbanbencana', 'signifikan', 'memulihkan', 'semuatanganibencana', 'terdampak', 'pak', 'menginstruksikan', 'terimakasih']","['untuk menjaga daya beli masyarakat dan mendorong pergerakan ekonomi presiden prabowo menginstruksikan penyiapan paket insentif yg signifikan smoga masyarakat yg terdampak bisa kembali beraktivitas dan perekonomian kembali membaik huniankorbanbencana memulihkan warga terdampak', 'untuk menjaga daya beli masyarakat dan mendorong pergerakan ekonomi presiden prabowo menginstruksikan penyiapan paket insentif yang signifikan huniankorbanbencana memulihkan warga terdampak', 'untuk menjaga daya beli masyarakat dan mendorong pergerakan ekonomi presiden prabowo menginstruksikan penyiapan paket insentif yang signifikan huniankorbanbencana memulihkan warga terdampak']"
102,21,102_kenyataan_kenyataannya_tanzania_sosmed,"['kenyataan', 'kenyataannya', 'tanzania', 'sosmed', 'masih', 'bisa', 'klo', 'uganda', 'kenyal', 'kenyang']","['sebagai pendukung beliau dlu gw berharap blio bisa menjadi presiden namun negara ini sdh dikuasai oleh wowo dan anteknya jdi kesempatan org baik ini terjegal seandainya ada revolusi dari rakyat harapan gw bisa jd kenyataan', 'bu zmn beliau presiden tiap pagi kami sekeluarga sarapan nasi goreng nasinya sisa kemarin rasanya kenyal gimana gitu sayang klo dibuang kata ibu saya maklum ga ada kulkas atau mac jigger tapi ibu saya luar biasa nasi kenyal dg aroma khas itu sgt nikmat dg kerupuk tq pak harto', 'gibi nih punya presiden gak bisa main hape kudet sama teknologi sosmed aja harus ajudan yang pegang berita sosmed kudu sama si teddy yang kasih tau wawlahi gw tiap kali buka instagram kenyataannya gak kayak fotofoto media presiden capek gw ngelaknat pemerintah melulu']"
